   PK  Created    Process label               Process State     Process status
-----  ---------  --------------------------  ----------------  ----------------
53668  16D ago    Wien2kXSgroup               ⏹ Finished [0]
53683  16D ago    Wien2kXOptimize             ⏹ Finished [0]
53693  16D ago    Wien2kInitLapw              ⏹ Finished [0]
53694  16D ago    Wien2kInitLapw              ⏹ Finished [0]
53695  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53696  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53697  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [304]
53698  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53699  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53700  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53721  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53722  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53723  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53724  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [399]
53725  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53727  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53728  16D ago    Wien2kRunLapw               ⏹ Finished [302]
53739  16D ago    Wien2kRunLapw               ⏹ Finished [0]
53743  16D ago    _merge_dict                 ⏹ Finished [0]
53745  16D ago    _merge_dict                 ⏹ Finished [0]
53747  16D ago    _merge_dict                 ⏹ Finished [0]
53749  16D ago    _merge_dict                 ⏹ Finished [0]
53751  16D ago    _merge_dict                 ⏹ Finished [0]
53753  16D ago    _merge_dict                 ⏹ Finished [0]
53759  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
53760  16D ago    Wien2kXSgroup               ⏹ Finished [0]
53765  16D ago    Wien2kXOptimize             ⏹ Finished [0]
53771  16D ago    Wien2kXOptimize             ⏹ Finished [0]
53777  16D ago    Wien2kXOptimize             ⏹ Finished [0]
53789  16D ago    _merge_dict                 ⏹ Finished [0]
53801  16D ago    _merge_dict                 ⏹ Finished [0]
53799  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53807  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
53804  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53808  16D ago    _merge_dict                 ⏹ Finished [0]
53809  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53811  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53812  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53813  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53814  16D ago    Wien2kXSgroup               ⏹ Finished [0]
53815  16D ago    _merge_dict                 ⏹ Finished [0]
53836  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53838  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53841  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53843  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53846  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53848  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53849  16D ago    Wien2kInitLapw              ⏹ Finished [0]
53850  16D ago    _merge_dict                 ⏹ Finished [0]
53851  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53853  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53854  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53855  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53856  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53857  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53862  16D ago    _merge_dict                 ⏹ Finished [0]
53879  16D ago    Wien2kInitLapw              ⏹ Finished [0]
53887  16D ago    Wien2kXOptimize             ⏹ Finished [0]
53891  16D ago    _merge_dict                 ⏹ Finished [0]
53893  16D ago    _merge_dict                 ⏹ Finished [0]
53895  16D ago    _merge_dict                 ⏹ Finished [0]
53897  16D ago    _merge_dict                 ⏹ Finished [0]
53899  16D ago    _merge_dict                 ⏹ Finished [0]
53901  16D ago    _merge_dict                 ⏹ Finished [0]
53907  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
53908  16D ago    Wien2kXSgroup               ⏹ Finished [0]
53913  16D ago    Wien2kXOptimize             ⏹ Finished [0]
53934  16D ago    Wien2kRunLapw               ⏹ Finished [0]
53939  16D ago    _merge_dict                 ⏹ Finished [0]
53941  16D ago    _merge_dict                 ⏹ Finished [0]
53943  16D ago    _merge_dict                 ⏹ Finished [0]
53945  16D ago    _merge_dict                 ⏹ Finished [0]
53947  16D ago    _merge_dict                 ⏹ Finished [0]
53949  16D ago    _merge_dict                 ⏹ Finished [0]
53955  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
53956  16D ago    Wien2kXSgroup               ⏹ Finished [0]
53981  16D ago    Wien2kRunLapw               ⏹ Finished [0]
53982  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
53983  16D ago    Wien2kInitLapw              ⏹ Finished [0]
53984  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
53985  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
53986  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53987  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
53988  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53989  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
53990  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53991  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
53992  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53993  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
53994  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54013  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54025  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54031  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54029  16D ago    _merge_dict                 ⏹ Finished [0]
54033  16D ago    _merge_dict                 ⏹ Finished [0]
54035  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54037  16D ago    _merge_dict                 ⏹ Finished [0]
54041  16D ago    _merge_dict                 ⏹ Finished [0]
54043  16D ago    _merge_dict                 ⏹ Finished [0]
54045  16D ago    _merge_dict                 ⏹ Finished [0]
54051  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54061  16D ago    _merge_dict                 ⏹ Finished [0]
54063  16D ago    _merge_dict                 ⏹ Finished [0]
54065  16D ago    _merge_dict                 ⏹ Finished [0]
54067  16D ago    _merge_dict                 ⏹ Finished [0]
54069  16D ago    _merge_dict                 ⏹ Finished [0]
54071  16D ago    _merge_dict                 ⏹ Finished [0]
54077  16D ago    Wien2kEosWorkChain          ⏹ Finished [300]
54078  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54089  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54095  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54107  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54108  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54109  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54110  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54111  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54112  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54114  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54125  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54129  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54133  16D ago    _merge_dict                 ⏹ Finished [0]
54135  16D ago    _merge_dict                 ⏹ Finished [0]
54137  16D ago    _merge_dict                 ⏹ Finished [0]
54139  16D ago    _merge_dict                 ⏹ Finished [0]
54141  16D ago    _merge_dict                 ⏹ Finished [0]
54143  16D ago    _merge_dict                 ⏹ Finished [0]
54149  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54150  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54157  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54163  16D ago    _merge_dict                 ⏹ Finished [0]
54165  16D ago    _merge_dict                 ⏹ Finished [0]
54167  16D ago    _merge_dict                 ⏹ Finished [0]
54169  16D ago    _merge_dict                 ⏹ Finished [0]
54176  16D ago    Wien2kEosWorkChain          ⏹ Finished [300]
54174  16D ago    _merge_dict                 ⏹ Finished [0]
54178  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54179  16D ago    _merge_dict                 ⏹ Finished [0]
54195  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54196  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54197  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54198  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54200  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54201  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54211  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54213  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54219  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54227  16D ago    _merge_dict                 ⏹ Finished [0]
54229  16D ago    _merge_dict                 ⏹ Finished [0]
54231  16D ago    _merge_dict                 ⏹ Finished [0]
54233  16D ago    _merge_dict                 ⏹ Finished [0]
54235  16D ago    _merge_dict                 ⏹ Finished [0]
54237  16D ago    _merge_dict                 ⏹ Finished [0]
54243  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54246  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54247  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54274  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54276  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54277  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54278  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54280  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54281  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54282  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54283  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54284  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54285  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54286  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54287  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54288  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54289  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54290  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54300  16D ago    Wien2kRunLapw               ⏹ Finished [302]
54319  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54320  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54321  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54322  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54323  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54324  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54337  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54343  16D ago    _merge_dict                 ⏹ Finished [0]
54345  16D ago    _merge_dict                 ⏹ Finished [0]
54347  16D ago    _merge_dict                 ⏹ Finished [0]
54349  16D ago    _merge_dict                 ⏹ Finished [0]
54351  16D ago    _merge_dict                 ⏹ Finished [0]
54353  16D ago    _merge_dict                 ⏹ Finished [0]
54359  16D ago    Wien2kEosWorkChain          ⏹ Finished [300]
54360  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54371  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54375  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54393  16D ago    _merge_dict                 ⏹ Finished [0]
54395  16D ago    _merge_dict                 ⏹ Finished [0]
54401  16D ago    _merge_dict                 ⏹ Finished [0]
54405  16D ago    _merge_dict                 ⏹ Finished [0]
54408  16D ago    _merge_dict                 ⏹ Finished [0]
54411  16D ago    _merge_dict                 ⏹ Finished [0]
54437  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54438  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54439  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54440  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54441  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54442  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54444  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54446  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54447  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54448  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54450  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54451  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54452  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54469  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54481  16D ago    _merge_dict                 ⏹ Finished [0]
54483  16D ago    _merge_dict                 ⏹ Finished [0]
54485  16D ago    _merge_dict                 ⏹ Finished [0]
54487  16D ago    _merge_dict                 ⏹ Finished [0]
54489  16D ago    _merge_dict                 ⏹ Finished [0]
54491  16D ago    _merge_dict                 ⏹ Finished [0]
54497  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54498  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54505  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54513  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54517  16D ago    _merge_dict                 ⏹ Finished [0]
54519  16D ago    _merge_dict                 ⏹ Finished [0]
54521  16D ago    _merge_dict                 ⏹ Finished [0]
54523  16D ago    _merge_dict                 ⏹ Finished [0]
54525  16D ago    _merge_dict                 ⏹ Finished [0]
54527  16D ago    _merge_dict                 ⏹ Finished [0]
54533  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54534  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54549  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54550  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54551  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54552  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54553  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54554  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54564  16D ago    _merge_dict                 ⏹ Finished [0]
54567  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54568  16D ago    _merge_dict                 ⏹ Finished [0]
54571  16D ago    _merge_dict                 ⏹ Finished [0]
54573  16D ago    _merge_dict                 ⏹ Finished [0]
54575  16D ago    _merge_dict                 ⏹ Finished [0]
54577  16D ago    _merge_dict                 ⏹ Finished [0]
54583  16D ago    Wien2kEosWorkChain          ⏹ Finished [300]
54584  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54599  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54600  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54601  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54602  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54603  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54604  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54606  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54623  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54629  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54633  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54642  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54649  16D ago    _merge_dict                 ⏹ Finished [0]
54651  16D ago    _merge_dict                 ⏹ Finished [0]
54653  16D ago    _merge_dict                 ⏹ Finished [0]
54655  16D ago    _merge_dict                 ⏹ Finished [0]
54657  16D ago    _merge_dict                 ⏹ Finished [0]
54659  16D ago    _merge_dict                 ⏹ Finished [0]
54665  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54666  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54677  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54678  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54679  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54680  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [399]
54681  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54682  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54695  16D ago    Wien2kRunLapw               ⏹ Finished [302]
54700  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54707  16D ago    _merge_dict                 ⏹ Finished [0]
54709  16D ago    _merge_dict                 ⏹ Finished [0]
54711  16D ago    _merge_dict                 ⏹ Finished [0]
54713  16D ago    _merge_dict                 ⏹ Finished [0]
54715  16D ago    _merge_dict                 ⏹ Finished [0]
54717  16D ago    _merge_dict                 ⏹ Finished [0]
54723  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54724  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54733  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54739  16D ago    _merge_dict                 ⏹ Finished [0]
54741  16D ago    _merge_dict                 ⏹ Finished [0]
54743  16D ago    _merge_dict                 ⏹ Finished [0]
54745  16D ago    _merge_dict                 ⏹ Finished [0]
54747  16D ago    _merge_dict                 ⏹ Finished [0]
54749  16D ago    _merge_dict                 ⏹ Finished [0]
54771  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54772  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54786  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54784  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54798  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54804  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54805  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54806  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54807  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54809  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54810  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54832  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54833  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54834  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54836  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54837  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54838  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54847  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54857  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54871  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54891  16D ago    _merge_dict                 ⏹ Finished [0]
54893  16D ago    _merge_dict                 ⏹ Finished [0]
54895  16D ago    _merge_dict                 ⏹ Finished [0]
54897  16D ago    _merge_dict                 ⏹ Finished [0]
54899  16D ago    _merge_dict                 ⏹ Finished [0]
54901  16D ago    _merge_dict                 ⏹ Finished [0]
54921  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54922  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54943  16D ago    Wien2kInitLapw              ⏹ Finished [0]
54944  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54945  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54946  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54947  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
54948  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54950  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54951  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
54961  16D ago    Wien2kRunLapw               ⏹ Finished [0]
54965  16D ago    Wien2kXOptimize             ⏹ Finished [0]
54973  16D ago    _merge_dict                 ⏹ Finished [0]
54975  16D ago    _merge_dict                 ⏹ Finished [0]
54977  16D ago    _merge_dict                 ⏹ Finished [0]
54979  16D ago    _merge_dict                 ⏹ Finished [0]
54981  16D ago    _merge_dict                 ⏹ Finished [0]
54983  16D ago    _merge_dict                 ⏹ Finished [0]
54989  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
54990  16D ago    Wien2kXSgroup               ⏹ Finished [0]
54995  16D ago    _merge_dict                 ⏹ Finished [0]
54997  16D ago    _merge_dict                 ⏹ Finished [0]
54999  16D ago    _merge_dict                 ⏹ Finished [0]
55005  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
55006  16D ago    _merge_dict                 ⏹ Finished [0]
55008  16D ago    Wien2kXSgroup               ⏹ Finished [0]
55009  16D ago    _merge_dict                 ⏹ Finished [0]
55013  16D ago    _merge_dict                 ⏹ Finished [0]
55021  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55051  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55059  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
55055  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55058  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55060  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55061  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55063  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55064  16D ago    Wien2kInitLapw              ⏹ Finished [0]
55065  16D ago    Wien2kInitLapw              ⏹ Finished [0]
55066  16D ago    Wien2kXSgroup               ⏹ Finished [0]
55089  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55090  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55091  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55092  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55093  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55094  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55111  16D ago    _merge_dict                 ⏹ Finished [0]
55113  16D ago    _merge_dict                 ⏹ Finished [0]
55115  16D ago    _merge_dict                 ⏹ Finished [0]
55119  16D ago    _merge_dict                 ⏹ Finished [0]
55121  16D ago    _merge_dict                 ⏹ Finished [0]
55123  16D ago    _merge_dict                 ⏹ Finished [0]
55133  16D ago    Wien2kRunLapw               ⏹ Finished [0]
55155  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
55156  16D ago    Wien2kXSgroup               ⏹ Finished [0]
55164  16D ago    Wien2kRunLapw               ⏹ Finished [0]
55166  16D ago    Wien2kInitLapw              ⏹ Finished [0]
55179  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55187  16D ago    Wien2kInitLapw              ⏹ Finished [0]
55201  16D ago    Wien2kRunLapw               ⏹ Finished [0]
55202  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55203  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55204  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55206  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55207  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55209  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55210  16D ago    Wien2kRunLapw               ⏹ Finished [0]
55221  16D ago    _merge_dict                 ⏹ Finished [0]
55223  16D ago    _merge_dict                 ⏹ Finished [0]
55225  16D ago    _merge_dict                 ⏹ Finished [0]
55227  16D ago    _merge_dict                 ⏹ Finished [0]
55229  16D ago    _merge_dict                 ⏹ Finished [0]
55231  16D ago    _merge_dict                 ⏹ Finished [0]
55237  16D ago    Wien2kEosWorkChain          ⏹ Finished [300]
55238  16D ago    Wien2kXSgroup               ⏹ Finished [0]
55247  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55251  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55255  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55259  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55288  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55290  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55291  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55292  16D ago    Wien2kInitLapw              ⏹ Finished [0]
55293  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55294  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55295  16D ago    _merge_dict                 ⏹ Finished [0]
55296  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55298  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55299  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55300  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55301  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55302  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55303  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55304  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55305  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55306  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55307  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55308  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55309  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55314  16D ago    Wien2kEosWorkChain          ⏹ Finished [300]
55315  16D ago    _merge_dict                 ⏹ Finished [0]
55316  16D ago    Wien2kXSgroup               ⏹ Finished [0]
55337  16D ago    _merge_dict                 ⏹ Finished [0]
55349  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55350  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55351  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55352  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55353  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55354  16D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
55355  16D ago    _merge_dict                 ⏹ Finished [0]
55363  16D ago    _merge_dict                 ⏹ Finished [0]
55365  16D ago    _merge_dict                 ⏹ Finished [0]
55371  16D ago    Wien2kRunLapw               ⏹ Finished [302]
55377  16D ago    Wien2kXOptimize             ⏹ Finished [0]
55399  16D ago    _merge_dict                 ⏹ Finished [0]
55401  16D ago    _merge_dict                 ⏹ Finished [0]
55403  16D ago    _merge_dict                 ⏹ Finished [0]
55405  16D ago    _merge_dict                 ⏹ Finished [0]
55407  16D ago    _merge_dict                 ⏹ Finished [0]
55409  16D ago    _merge_dict                 ⏹ Finished [0]
55417  16D ago    Wien2kEosWorkChain          ⏹ Finished [0]
55418  16D ago    Wien2kXSgroup               ⏹ Finished [0]
55421  16D ago    _merge_dict                 ⏹ Finished [0]
